33.2588817,-86.8295337
64.4459613,-149.680909
35.2048883,-92.4479108
34.395342,-111.7632755
36.7014631,-118.7559974
38.7251776,-105.6077167
41.6500201,-72.7342163
38.6920451,-75.4013315
38.8949549,-77.0366456
27.7567667,-81.4639835
32.3293809,-83.1137366
21.2160437,-157.975203
43.6447642,-114.0154071
40.0796319,-89.4339809
40.3270127,-86.1746933
41.9216734,-93.3122705
38.27312,-98.5821872
37.5726028,-85.1551411
30.8703881,-92.007126
45.709097,-68.8590201
39.5162234,-76.9382069
42.3788774,-72.032366
43.6211955,-84.6824346
45.9896587,-94.6113288
32.9715645,-89.7348497
38.7604815,-92.5617875
47.3752671,-109.6387579
41.7370229,-99.5873816
39.5158825,-116.8537227
43.4849133,-71.6553992
40.0757384,-74.4041622
34.5708167,-105.993007
40.7306458,-73.9866136
35.6729639,-79.0392919
47.6201461,-100.540737
40.2253569,-82.6881395
34.9550817,-97.2684063
43.9792797,-120.737257
40.9699889,-77.7278831
18.22141715,-66.4132818505648
41.7962409,-71.5992372
33.6874388,-80.4363743
44.6471761,-100.348761
35.7730076,-86.2820081
31.8160381,-99.5120986
39.4225192,-111.7143584
44.5990718,-72.5002608
37.1232245,-78.4927721
17.789187,-64.7080574
38.8949549,-77.0366456
38.4758406,-80.8408415
44.4308975,-89.6884637
43.1700264,-107.5685348
55.001251,-115.002136
55.001251,-125.002441
55.001251,-97.001038
46.500283,-66.750183
55.0,-69.0
49.12120935,-56.696296212741
65.0000004,-118.0
45.1955867,-63.1658939
70.0000073,-90.0
50.000678,-86.000977
52.4760892,-71.8258668
55.5321257,-106.1412243
63.000147,-136.002502
66.5399745,-45.6343792
46.8374544,-56.2120555
